"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Guelph, Ontario [35550]","2011S0503550","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v62134678","46.14.2","0.00","","","","2"
"2018","Guelph, Ontario [35550]","2011S0503550","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v62134678","46.14.2","0.00","","","","2"
"2019","Guelph, Ontario [35550]","2011S0503550","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v62134678","46.14.2","0.70","","","","2"
"2020","Guelph, Ontario [35550]","2011S0503550","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v62134678","46.14.2","0.00","","","","2"
"2016","Guelph, Ontario [35550]","2011S0503550","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v52126349","46.15.2","0.00","","","","2"
"2017","Guelph, Ontario [35550]","2011S0503550","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v52126349","46.15.2","0.00","","","","2"
"2018","Guelph, Ontario [35550]","2011S0503550","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v52126349","46.15.2","0.00","","","","2"
"2019","Guelph, Ontario [35550]","2011S0503550","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v52126349","46.15.2","2.10","","","","2"
"2020","Guelph, Ontario [35550]","2011S0503550","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v52126349","46.15.2","2.06","","","","2"
"2016","Guelph, Ontario [35550]","2011S0503550","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v52126361","46.16.2","63.03","","","","2"
"2017","Guelph, Ontario [35550]","2011S0503550","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v52126361","46.16.2","90.47","","","","2"
"2018","Guelph, Ontario [35550]","2011S0503550","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v52126361","46.16.2","94.77","","","","2"
"2019","Guelph, Ontario [35550]","2011S0503550","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v52126361","46.16.2","92.54","","","","2"
"2020","Guelph, Ontario [35550]","2011S0503550","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v52126361","46.16.2","78.42","","","","2"
"2016","Guelph, Ontario [35550]","2011S0503550","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v53094766","46.17.2","37.38","","","","2"
"2017","Guelph, Ontario [35550]","2011S0503550","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v53094766","46.17.2","28.95","","","","2"
"2018","Guelph, Ontario [35550]","2011S0503550","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v53094766","46.17.2","34.20","","","","2"
"2019","Guelph, Ontario [35550]","2011S0503550","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v53094766","46.17.2","21.03","","","","2"
"2020","Guelph, Ontario [35550]","2011S0503550","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v53094766","46.17.2","24.76","","","","2"
"2016","Guelph, Ontario [35550]","2011S0503550","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v52126373","46.22.2","2.93","","","","2"
"2017","Guelph, Ontario [35550]","2011S0503550","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v52126373","46.22.2","7.96","","","","2"
"2018","Guelph, Ontario [35550]","2011S0503550","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v52126373","46.22.2","7.84","","","","2"
"2019","Guelph, Ontario [35550]","2011S0503550","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v52126373","46.22.2","5.61","","","","2"
"2020","Guelph, Ontario [35550]","2011S0503550","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v52126373","46.22.2","4.13","","","","2"
"2016","Guelph, Ontario [35550]","2011S0503550","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v52126385","46.23.2","65.23","","","","2"
"2017","Guelph, Ontario [35550]","2011S0503550","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v52126385","46.23.2","87.57","","","","2"
"2018","Guelph, Ontario [35550]","2011S0503550","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v52126385","46.23.2","91.92","","","","2"
"2019","Guelph, Ontario [35550]","2011S0503550","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v52126385","46.23.2","97.44","","","","2"
"2020","Guelph, Ontario [35550]","2011S0503550","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v52126385","46.23.2","100.43","","","","2"
"2016","Guelph, Ontario [35550]","2011S0503550","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v52126397","46.24.2","273.38","","","","2"
"2017","Guelph, Ontario [35550]","2011S0503550","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v52126397","46.24.2","290.22","","","","2"
"2018","Guelph, Ontario [35550]","2011S0503550","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v52126397","46.24.2","322.08","","","","2"
"2019","Guelph, Ontario [35550]","2011S0503550","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v52126397","46.24.2","250.97","","","","2"
"2020","Guelph, Ontario [35550]","2011S0503550","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v52126397","46.24.2","255.88","","","","2"
"2016","London, Ontario [35555]","2011S0503555","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44359526","23.5.2","1.56","","","","2"
"2017","London, Ontario [35555]","2011S0503555","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44359526","23.5.2","1.34","","","","2"
"2018","London, Ontario [35555]","2011S0503555","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44359526","23.5.2","1.12","","","","2"
"2019","London, Ontario [35555]","2011S0503555","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44359526","23.5.2","0.92","","","","2"
"2020","London, Ontario [35555]","2011S0503555","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44359526","23.5.2","1.27","","","","2"
"2016","London, Ontario [35555]","2011S0503555","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44347078","23.10.2","0.39","","","","2"
"2017","London, Ontario [35555]","2011S0503555","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44347078","23.10.2","0.19","","","","2"
"2018","London, Ontario [35555]","2011S0503555","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44347078","23.10.2","0.00","","","","2"
"2019","London, Ontario [35555]","2011S0503555","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44347078","23.10.2","0.37","","","","2"
"2020","London, Ontario [35555]","2011S0503555","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44347078","23.10.2","0.00","","","","2"
"2016","London, Ontario [35555]","2011S0503555","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44381790","23.13.2","0.59","","","","2"
"2017","London, Ontario [35555]","2011S0503555","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44381790","23.13.2","0.96","","","","2"
"2018","London, Ontario [35555]","2011S0503555","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44381790","23.13.2","0.94","","","","2"
"2019","London, Ontario [35555]","2011S0503555","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44381790","23.13.2","1.10","","","","2"
"2020","London, Ontario [35555]","2011S0503555","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44381790","23.13.2","0.90","","","","2"
"2016","London, Ontario [35555]","2011S0503555","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44345533","23.14.2","0.00","","","","2"
"2017","London, Ontario [35555]","2011S0503555","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44345533","23.14.2","0.00","","","","2"
"2018","London, Ontario [35555]","2011S0503555","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44345533","23.14.2","0.00","","","","2"
"2019","London, Ontario [35555]","2011S0503555","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44345533","23.14.2","0.00","","","","2"
"2020","London, Ontario [35555]","2011S0503555","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44345533","23.14.2","0.36","","","","2"
"2016","London, Ontario [35555]","2011S0503555","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44336799","23.15.2","1.17","","","","2"
"2017","London, Ontario [35555]","2011S0503555","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44336799","23.15.2","1.15","","","","2"
"2018","London, Ontario [35555]","2011S0503555","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44336799","23.15.2","0.94","","","","2"
"2019","London, Ontario [35555]","2011S0503555","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44336799","23.15.2","1.84","","","","2"
"2020","London, Ontario [35555]","2011S0503555","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44336799","23.15.2","2.35","","","","2"
"2016","London, Ontario [35555]","2011S0503555","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44395596","23.16.2","45.57","","","","2"
"2017","London, Ontario [35555]","2011S0503555","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44395596","23.16.2","66.63","","","","2"
"2018","London, Ontario [35555]","2011S0503555","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44395596","23.16.2","81.54","","","","2"
"2019","London, Ontario [35555]","2011S0503555","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44395596","23.16.2","75.67","","","","2"
"2020","London, Ontario [35555]","2011S0503555","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44395596","23.16.2","81.70","","","","2"
"2016","London, Ontario [35555]","2011S0503555","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44399441","23.17.2","10.76","","","","2"
"2017","London, Ontario [35555]","2011S0503555","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44399441","23.17.2","16.47","","","","2"
"2018","London, Ontario [35555]","2011S0503555","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44399441","23.17.2","13.84","","","","2"
"2019","London, Ontario [35555]","2011S0503555","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44399441","23.17.2","17.27","","","","2"
"2020","London, Ontario [35555]","2011S0503555","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44399441","23.17.2","22.23","","","","2"
"2016","London, Ontario [35555]","2011S0503555","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44359808","23.22.2","6.65","","","","2"
"2017","London, Ontario [35555]","2011S0503555","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44359808","23.22.2","6.32","","","","2"
"2018","London, Ontario [35555]","2011S0503555","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44359808","23.22.2","5.98","","","","2"
"2019","London, Ontario [35555]","2011S0503555","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44359808","23.22.2","9.18","","","","2"
"2020","London, Ontario [35555]","2011S0503555","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44359808","23.22.2","5.60","","","","2"
"2016","London, Ontario [35555]","2011S0503555","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44417753","23.23.2","100.14","","","","2"
"2017","London, Ontario [35555]","2011S0503555","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44417753","23.23.2","112.20","","","","2"
"2018","London, Ontario [35555]","2011S0503555","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44417753","23.23.2","126.80","","","","2"
"2019","London, Ontario [35555]","2011S0503555","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44417753","23.23.2","123.98","","","","2"
"2020","London, Ontario [35555]","2011S0503555","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44417753","23.23.2","141.17","","","","2"
"2016","London, Ontario [35555]","2011S0503555","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44359984","23.24.2","364.56","","","","2"
"2017","London, Ontario [35555]","2011S0503555","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44359984","23.24.2","341.57","","","","2"
"2018","London, Ontario [35555]","2011S0503555","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44359984","23.24.2","356.66","","","","2"
"2019","London, Ontario [35555]","2011S0503555","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44359984","23.24.2","335.39","","","","2"
"2020","London, Ontario [35555]","2011S0503555","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44359984","23.24.2","349.05","","","","2"
"2016","Windsor, Ontario [35559]","2011S0503559","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44384506","24.5.2","0.88","","","","2"
"2017","Windsor, Ontario [35559]","2011S0503559","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44384506","24.5.2","0.88","","","","2"
"2018","Windsor, Ontario [35559]","2011S0503559","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44384506","24.5.2","2.87","","","","2"
"2019","Windsor, Ontario [35559]","2011S0503559","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44384506","24.5.2","1.70","","","","2"
"2020","Windsor, Ontario [35559]","2011S0503559","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44384506","24.5.2","1.40","","","","2"
"2016","Windsor, Ontario [35559]","2011S0503559","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44408142","24.10.2","0.00","","","","2"
"2017","Windsor, Ontario [35559]","2011S0503559","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44408142","24.10.2","0.29","","","","2"
"2018","Windsor, Ontario [35559]","2011S0503559","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44408142","24.10.2","0.57","","","","2"
"2019","Windsor, Ontario [35559]","2011S0503559","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44408142","24.10.2","0.00","","","","2"
"2020","Windsor, Ontario [35559]","2011S0503559","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44408142","24.10.2","1.12","","","","2"
"2016","Windsor, Ontario [35559]","2011S0503559","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44351480","24.13.2","1.47","","","","2"
"2017","Windsor, Ontario [35559]","2011S0503559","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44351480","24.13.2","2.92","","","","2"
"2018","Windsor, Ontario [35559]","2011S0503559","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44351480","24.13.2","3.16","","","","2"
"2019","Windsor, Ontario [35559]","2011S0503559","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44351480","24.13.2","3.97","","","","2"
"2020","Windsor, Ontario [35559]","2011S0503559","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44351480","24.13.2","1.40","","","","2"
"2016","Windsor, Ontario [35559]","2011S0503559","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44373888","24.14.2","0.00","","","","2"
"2017","Windsor, Ontario [35559]","2011S0503559","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44373888","24.14.2","0.00","","","","2"
"2018","Windsor, Ontario [35559]","2011S0503559","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44373888","24.14.2","1.15","","","","2"
"2019","Windsor, Ontario [35559]","2011S0503559","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44373888","24.14.2","0.28","","","","2"
"2020","Windsor, Ontario [35559]","2011S0503559","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44373888","24.14.2","0.56","","","","2"
"2016","Windsor, Ontario [35559]","2011S0503559","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44342162","24.15.2","0.59","","","","2"
"2017","Windsor, Ontario [35559]","2011S0503559","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44342162","24.15.2","0.58","","","","2"
"2018","Windsor, Ontario [35559]","2011S0503559","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44342162","24.15.2","1.72","","","","2"
"2019","Windsor, Ontario [35559]","2011S0503559","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44342162","24.15.2","0.28","","","","2"
"2020","Windsor, Ontario [35559]","2011S0503559","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44342162","24.15.2","3.65","","","","2"
"2016","Windsor, Ontario [35559]","2011S0503559","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44377225","24.16.2","50.29","","","","2"
"2017","Windsor, Ontario [35559]","2011S0503559","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44377225","24.16.2","60.67","","","","2"
"2018","Windsor, Ontario [35559]","2011S0503559","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44377225","24.16.2","61.44","","","","2"
"2019","Windsor, Ontario [35559]","2011S0503559","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44377225","24.16.2","57.58","","","","2"
"2020","Windsor, Ontario [35559]","2011S0503559","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44377225","24.16.2","57.00","","","","2"
"2016","Windsor, Ontario [35559]","2011S0503559","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44361249","24.17.2","15.29","","","","2"
"2017","Windsor, Ontario [35559]","2011S0503559","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44361249","24.17.2","12.84","","","","2"
"2018","Windsor, Ontario [35559]","2011S0503559","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44361249","24.17.2","17.80","","","","2"
"2019","Windsor, Ontario [35559]","2011S0503559","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44361249","24.17.2","20.70","","","","2"
"2020","Windsor, Ontario [35559]","2011S0503559","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44361249","24.17.2","31.17","","","","2"
"2016","Windsor, Ontario [35559]","2011S0503559","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44387858","24.22.2","7.35","","","","2"
"2017","Windsor, Ontario [35559]","2011S0503559","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44387858","24.22.2","4.67","","","","2"
"2018","Windsor, Ontario [35559]","2011S0503559","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44387858","24.22.2","6.89","","","","2"
"2019","Windsor, Ontario [35559]","2011S0503559","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44387858","24.22.2","6.81","","","","2"
"2020","Windsor, Ontario [35559]","2011S0503559","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44387858","24.22.2","12.07","","","","2"
"2016","Windsor, Ontario [35559]","2011S0503559","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44402166","24.23.2","93.81","","","","2"
"2017","Windsor, Ontario [35559]","2011S0503559","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44402166","24.23.2","107.06","","","","2"
"2018","Windsor, Ontario [35559]","2011S0503559","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44402166","24.23.2","112.55","","","","2"
"2019","Windsor, Ontario [35559]","2011S0503559","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44402166","24.23.2","124.23","","","","2"
"2020","Windsor, Ontario [35559]","2011S0503559","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44402166","24.23.2","190.95","","","","2"
"2016","Windsor, Ontario [35559]","2011S0503559","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44347590","24.24.2","274.39","","","","2"
"2017","Windsor, Ontario [35559]","2011S0503559","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44347590","24.24.2","263.12","","","","2"
"2018","Windsor, Ontario [35559]","2011S0503559","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44347590","24.24.2","312.97","","","","2"
"2019","Windsor, Ontario [35559]","2011S0503559","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44347590","24.24.2","314.83","","","","2"
"2020","Windsor, Ontario [35559]","2011S0503559","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44347590","24.24.2","292.32","","","","2"
"2016","Barrie, Ontario [35568]","2011S0503568","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v52144606","47.5.2","0.91","","","","2"
"2017","Barrie, Ontario [35568]","2011S0503568","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v52144606","47.5.2","2.23","","","","2"
"2018","Barrie, Ontario [35568]","2011S0503568","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v52144606","47.5.2","0.00","","","","2"
"2019","Barrie, Ontario [35568]","2011S0503568","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v52144606","47.5.2","1.18","","","","2"
"2020","Barrie, Ontario [35568]","2011S0503568","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v52144606","47.5.2","0.00","","","","2"
"2016","Barrie, Ontario [35568]","2011S0503568","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v52144617","47.10.2","0.00","","","","2"
"2017","Barrie, Ontario [35568]","2011S0503568","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v52144617","47.10.2","0.89","","","","2"
"2018","Barrie, Ontario [35568]","2011S0503568","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v52144617","47.10.2","0.00","","","","2"
"2019","Barrie, Ontario [35568]","2011S0503568","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v52144617","47.10.2","0.00","","","","2"
"2020","Barrie, Ontario [35568]","2011S0503568","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v52144617","47.10.2","0.39","","","","2"
"2016","Barrie, Ontario [35568]","2011S0503568","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v52143581","47.13.2","0.45","","","","2"
"2017","Barrie, Ontario [35568]","2011S0503568","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v52143581","47.13.2","2.23","","","","2"
"2018","Barrie, Ontario [35568]","2011S0503568","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v52143581","47.13.2","2.20","","","","2"
"2019","Barrie, Ontario [35568]","2011S0503568","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v52143581","47.13.2","2.75","","","","2"
"2020","Barrie, Ontario [35568]","2011S0503568","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v52143581","47.13.2","0.39","","","","2"
"2016","Barrie, Ontario [35568]","2011S0503568","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v53095289","47.14.2","0.00","","","","2"
"2017","Barrie, Ontario [35568]","2011S0503568","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v53095289","47.14.2","0.45","","","","2"
"2018","Barrie, Ontario [35568]","2011S0503568","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v53095289","47.14.2","0.44","","","","2"
"2019","Barrie, Ontario [35568]","2011S0503568","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v53095289","47.14.2","0.00","","","","2"
"2020","Barrie, Ontario [35568]","2011S0503568","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v53095289","47.14.2","0.39","","","","2"
"2016","Barrie, Ontario [35568]","2011S0503568","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v52143604","47.15.2","1.81","","","","2"
"2017","Barrie, Ontario [35568]","2011S0503568","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v52143604","47.15.2","0.89","","","","2"
"2018","Barrie, Ontario [35568]","2011S0503568","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v52143604","47.15.2","1.76","","","","2"
"2019","Barrie, Ontario [35568]","2011S0503568","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v52143604","47.15.2","3.15","","","","2"
"2020","Barrie, Ontario [35568]","2011S0503568","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v52143604","47.15.2","0.39","","","","2"
"2016","Barrie, Ontario [35568]","2011S0503568","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v52143616","47.16.2","53.53","","","","2"
"2017","Barrie, Ontario [35568]","2011S0503568","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v52143616","47.16.2","52.71","","","","2"
"2018","Barrie, Ontario [35568]","2011S0503568","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v52143616","47.16.2","62.46","","","","2"
"2019","Barrie, Ontario [35568]","2011S0503568","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v52143616","47.16.2","78.71","","","","2"
"2020","Barrie, Ontario [35568]","2011S0503568","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v52143616","47.16.2","78.93","","","","2"
"2016","Barrie, Ontario [35568]","2011S0503568","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v52144629","47.17.2","14.52","","","","2"
"2017","Barrie, Ontario [35568]","2011S0503568","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v52144629","47.17.2","9.83","","","","2"
"2018","Barrie, Ontario [35568]","2011S0503568","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v52144629","47.17.2","14.52","","","","2"
"2019","Barrie, Ontario [35568]","2011S0503568","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v52144629","47.17.2","15.35","","","","2"
"2020","Barrie, Ontario [35568]","2011S0503568","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v52144629","47.17.2","16.17","","","","2"
